transaction_id,account_id,transaction_date,amount_ngn,merchant_id,merchant_name,merchant_category,transaction_channel,transaction_location,account_home_city,is_fraud,fraud_flag_reason
TXN0004272,ACC00081,2024-06-29 16:53:04,18753.58,MRT009,Bolt Ride Hailing,Transport,USSD,Abuja,Abuja,0,
TXN0002827,ACC00054,2024-06-30 19:28:40,28593.66,MRT007,EKEDC Electricity,Utilities,Mobile App,Ibadan,Ibadan,0,
TXN0002363,ACC00044,2024-02-07 14:37:53,78589.01,MRT004,Netflix Subscription,Streaming,Mobile App,Kano,Kano,0,
TXN0002153,ACC00040,2024-12-07 17:37:05,93074.97,MRT010,Konga Electronics,E-commerce,POS,Abuja,Abuja,0,
TXN0002848,ACC00055,2024-04-13 08:57:39,10344.18,MRT004,Netflix Subscription,Streaming,Mobile App,Lagos,Lagos,0,
TXN0001744,ACC00033,2024-01-31 04:32:43,116316.5,MRT001,Shoprite Ikeja,Grocery,ATM,Lagos,Lagos,0,
TXN0000330,ACC00006,2024-08-01 14:20:41,43909.16,MRT009,Bolt Ride Hailing,Transport,POS,Abuja,Abuja,0,
TXN0005488,ACC00106,2024-08-24 16:58:11,63607.58,MRT005,Jumia Online Store,E-commerce,POS,Ibadan,Ibadan,0,
TXN0001069,ACC00021,2024-08-12 17:14:09,85738.94,MRT009,Bolt Ride Hailing,Transport,ATM,Ibadan,Ibadan,0,
TXN0002742,ACC00053,2024-08-10 05:10:24,36653.75,MRT007,EKEDC Electricity,Utilities,ATM,Kano,Kano,0,
TXN0000619,ACC00011,2024-06-19 12:25:41,116456.93,MRT002,POS Terminal Lekki,POS,Web,Abuja,Abuja,0,
TXN0003672,ACC00069,2024-09-09 04:54:43,109435.73,MRT008,ATM Withdrawal UBA,ATM,POS,Abuja,Abuja,0,
TXN0004175,ACC00079,2024-02-21 15:06:34,63047.19,MRT004,Netflix Subscription,Streaming,Web,Kano,Kano,0,
TXN0000494,ACC00009,2024-10-22 18:53:47,137192.41,MRT006,Chicken Republic VI,Food & Dining,POS,Lagos,Lagos,0,
TXN0000157,ACC00003,2024-07-30 10:47:22,9552.24,MRT006,Chicken Republic VI,Food & Dining,POS,Kano,Kano,0,
TXN0000127,ACC00003,2024-01-09 12:29:30,41534.82,MRT007,EKEDC Electricity,Utilities,USSD,Kano,Kano,0,
TXN0002797,ACC00054,2024-05-03 09:57:17,30123.49,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Ibadan,Ibadan,0,
TXN0005451,ACC00105,2024-08-14 06:34:10,15413.96,MRT005,Jumia Online Store,E-commerce,Web,Kano,Kano,0,
TXN0005202,ACC00100,2024-08-09 21:04:00,96651.08,MRT001,Shoprite Ikeja,Grocery,ATM,Abuja,Abuja,0,
TXN0004020,ACC00076,2024-10-26 23:52:26,7059.26,MRT007,EKEDC Electricity,Utilities,Web,Port Harcourt,Port Harcourt,0,
TXN0003015,ACC00057,2024-05-29 09:19:16,7140.12,MRT008,ATM Withdrawal UBA,ATM,Web,Lagos,Lagos,0,
TXN0004305,ACC00082,2024-10-03 19:54:24,140313.79,MRT009,Bolt Ride Hailing,Transport,USSD,Abuja,Abuja,0,
TXN0000231,ACC00005,2024-05-05 12:31:08,23068.13,MRT006,Chicken Republic VI,Food & Dining,Mobile App,Kano,Kano,0,
TXN0001455,ACC00028,2024-04-15 06:23:19,141520.03,MRT003,MTN Airtime Top-up,Telecom,POS,Ibadan,Ibadan,0,
TXN0005863,ACC00111,2024-03-17 08:23:15,143786.21,MRT007,EKEDC Electricity,Utilities,USSD,Ibadan,Ibadan,0,
TXN0000529,ACC00010,2024-04-03 09:21:47,125280.26,MRT010,Konga Electronics,E-commerce,ATM,Ibadan,Ibadan,0,
TXN0003965,ACC00074,2024-08-05 01:44:21,118898.58,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Ibadan,Ibadan,0,
TXN0003642,ACC00068,2024-04-05 06:50:38,66333.21,MRT004,Netflix Subscription,Streaming,Web,Abuja,Abuja,0,
TXN0000366,ACC00007,2024-01-10 00:01:07,141812.3,MRT002,POS Terminal Lekki,POS,USSD,Port Harcourt,Port Harcourt,0,
TXN0004407,ACC00083,2024-12-15 20:21:10,34845.8,MRT001,Shoprite Ikeja,Grocery,USSD,Port Harcourt,Port Harcourt,0,
TXN0003392,ACC00064,2024-04-23 18:36:49,124332.01,MRT007,EKEDC Electricity,Utilities,Mobile App,Lagos,Lagos,0,
TXN0004658,ACC00088,2024-09-14 16:55:18,113457.29,MRT006,Chicken Republic VI,Food & Dining,ATM,Abuja,Abuja,0,
TXN0004807,ACC00092,2024-10-29 14:50:47,74735.43,MRT010,Konga Electronics,E-commerce,Mobile App,Ibadan,Ibadan,0,
TXN0003945,ACC00074,2024-04-16 12:01:16,45865.26,MRT001,Shoprite Ikeja,Grocery,ATM,Ibadan,Ibadan,0,
TXN0003330,ACC00062,2024-12-12 16:43:21,52135.25,MRT005,Jumia Online Store,E-commerce,ATM,Lagos,Lagos,0,
TXN0005563,ACC00107,2024-10-07 16:14:14,99780.01,MRT005,Jumia Online Store,E-commerce,Web,Ibadan,Ibadan,0,
TXN0004799,ACC00092,2024-11-02 17:48:51,102614.74,MRT009,Bolt Ride Hailing,Transport,USSD,Ibadan,Ibadan,0,
TXN0005370,ACC00103,2024-10-19 23:20:36,44159.52,MRT010,Konga Electronics,E-commerce,Web,Lagos,Lagos,0,
TXN0003976,ACC00075,2024-12-11 12:59:10,51846.34,MRT001,Shoprite Ikeja,Grocery,Web,Kano,Kano,0,
TXN0003163,ACC00059,2024-04-20 11:00:51,76235.73,MRT009,Bolt Ride Hailing,Transport,ATM,Lagos,Lagos,0,
TXN0001997,ACC00037,2024-02-11 02:59:01,91643.55,MRT010,Konga Electronics,E-commerce,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0005967,ACC00113,2024-02-03 02:36:57,84452.86,MRT003,MTN Airtime Top-up,Telecom,USSD,Kano,Kano,0,
TXN0005573,ACC00107,2024-10-03 05:07:58,80979.8,MRT006,Chicken Republic VI,Food & Dining,ATM,Ibadan,Ibadan,0,
TXN0002970,ACC00057,2024-03-28 00:01:44,138379.86,MRT005,Jumia Online Store,E-commerce,POS,Lagos,Lagos,0,
TXN0002498,ACC00047,2024-03-07 05:01:32,145474.4,MRT006,Chicken Republic VI,Food & Dining,POS,Abuja,Abuja,0,
TXN0005820,ACC00111,2024-12-04 07:52:53,113282.62,MRT006,Chicken Republic VI,Food & Dining,POS,Ibadan,Ibadan,0,
TXN0001894,ACC00035,2024-02-07 00:04:06,27038.17,MRT011,Unknown Vendor XJ9,Unknown,Web,London,Port Harcourt,1,Unknown or unregistered merchant
TXN0001352,ACC00026,2024-07-25 23:33:41,28028.21,MRT002,POS Terminal Lekki,POS,Web,Ibadan,Ibadan,0,
TXN0002318,ACC00043,2024-04-15 13:55:34,12462.39,MRT008,ATM Withdrawal UBA,ATM,POS,Abuja,Abuja,0,
TXN0003607,ACC00068,2024-08-05 17:49:48,125693.1,MRT010,Konga Electronics,E-commerce,ATM,Abuja,Abuja,0,
TXN0002343,ACC00044,2024-12-06 04:58:09,25290.63,MRT007,EKEDC Electricity,Utilities,ATM,Kano,Kano,0,
TXN0003151,ACC00059,2024-03-30 07:48:15,5549.81,MRT004,Netflix Subscription,Streaming,Mobile App,Lagos,Lagos,0,
TXN0003499,ACC00066,2024-07-25 02:49:40,1678744.55,MRT013,Wire Transfer INT,Wire Transfer,Mobile App,Lagos,Lagos,1,Large transaction at unusual hour (1am–4am)
TXN0006228,ACC00120,2024-10-12 12:56:30,79795.52,MRT009,Bolt Ride Hailing,Transport,USSD,Ibadan,Ibadan,0,
TXN0002749,ACC00053,2024-11-21 04:33:16,24278.45,MRT009,Bolt Ride Hailing,Transport,POS,Kano,Kano,0,
TXN0000506,ACC00010,2024-02-23 09:30:50,10661.21,MRT004,Netflix Subscription,Streaming,Web,Ibadan,Ibadan,0,
TXN0003977,ACC00075,2024-08-20 13:09:03,81261.55,MRT006,Chicken Republic VI,Food & Dining,Web,Kano,Kano,0,
TXN0005511,ACC00107,2024-09-06 09:40:25,48506.68,MRT008,ATM Withdrawal UBA,ATM,POS,Ibadan,Ibadan,0,
TXN0000512,ACC00010,2024-04-21 08:07:51,75581.3,MRT001,Shoprite Ikeja,Grocery,ATM,Ibadan,Ibadan,0,
TXN0001026,ACC00020,2024-05-28 03:01:55,123407.29,MRT007,EKEDC Electricity,Utilities,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0003050,ACC00058,2024-07-01 19:06:08,93476.5,MRT005,Jumia Online Store,E-commerce,Web,Lagos,Lagos,0,
TXN0005182,ACC00100,2024-02-26 21:33:10,54521.23,MRT001,Shoprite Ikeja,Grocery,Mobile App,Abuja,Abuja,0,
TXN0005486,ACC00106,2024-03-01 06:14:58,80715.95,MRT004,Netflix Subscription,Streaming,POS,Ibadan,Ibadan,0,
TXN0004974,ACC00096,2024-11-28 20:10:00,39084.24,MRT006,Chicken Republic VI,Food & Dining,ATM,Port Harcourt,Port Harcourt,0,
TXN0002471,ACC00046,2024-03-09 05:56:06,109384.95,MRT009,Bolt Ride Hailing,Transport,POS,Abuja,Abuja,0,
TXN0004245,ACC00081,2024-06-17 21:54:46,68515.4,MRT001,Shoprite Ikeja,Grocery,USSD,Abuja,Abuja,0,
TXN0005363,ACC00103,2024-10-01 05:12:27,144566.8,MRT002,POS Terminal Lekki,POS,ATM,Lagos,Lagos,0,
TXN0003916,ACC00073,2024-10-23 05:28:35,34495.73,MRT005,Jumia Online Store,E-commerce,Mobile App,Lagos,Lagos,0,
TXN0001608,ACC00031,2024-05-15 02:13:48,1183.22,MRT007,EKEDC Electricity,Utilities,Web,Ibadan,Ibadan,0,
TXN0001941,ACC00036,2024-02-02 14:39:29,70498.77,MRT005,Jumia Online Store,E-commerce,Mobile App,Ibadan,Ibadan,0,
TXN0003475,ACC00066,2024-02-04 04:16:03,37161.39,MRT008,ATM Withdrawal UBA,ATM,USSD,Lagos,Lagos,0,
TXN0000605,ACC00011,2024-04-22 04:08:06,28471.24,MRT003,MTN Airtime Top-up,Telecom,ATM,Abuja,Abuja,0,
TXN0001485,ACC00029,2024-12-16 18:57:22,113683.12,MRT001,Shoprite Ikeja,Grocery,Web,Port Harcourt,Port Harcourt,0,
TXN0002303,ACC00043,2024-03-20 09:00:33,36090.56,MRT001,Shoprite Ikeja,Grocery,USSD,Abuja,Abuja,0,
TXN0002422,ACC00045,2024-02-09 14:13:21,56795.09,MRT003,MTN Airtime Top-up,Telecom,ATM,Lagos,Lagos,0,
TXN0000588,ACC00011,2024-03-03 04:34:22,84197.42,MRT006,Chicken Republic VI,Food & Dining,ATM,Abuja,Abuja,0,
TXN0005641,ACC00108,2024-06-09 00:10:18,88744.72,MRT007,EKEDC Electricity,Utilities,POS,Kano,Kano,0,
TXN0000073,ACC00002,2024-03-11 11:36:05,65664.81,MRT010,Konga Electronics,E-commerce,ATM,Lagos,Lagos,0,
TXN0002541,ACC00048,2024-02-09 03:10:01,28133.58,MRT007,EKEDC Electricity,Utilities,ATM,Kano,Kano,0,
TXN0004089,ACC00078,2024-03-30 12:18:25,92937.63,MRT004,Netflix Subscription,Streaming,USSD,Abuja,Abuja,0,
TXN0004613,ACC00088,2024-07-27 06:09:22,15799.53,MRT003,MTN Airtime Top-up,Telecom,Web,Abuja,Abuja,0,
TXN0005429,ACC00105,2024-09-09 11:07:39,21034.3,MRT006,Chicken Republic VI,Food & Dining,ATM,Kano,Kano,0,
TXN0002263,ACC00042,2024-01-11 09:01:43,96010.56,MRT002,POS Terminal Lekki,POS,ATM,Abuja,Abuja,0,
TXN0004972,ACC00095,2024-10-25 06:19:44,144731.3,MRT006,Chicken Republic VI,Food & Dining,Web,Port Harcourt,Port Harcourt,0,
TXN0000313,ACC00006,2024-03-05 17:14:30,53056.27,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Abuja,Abuja,0,
TXN0004937,ACC00095,2024-10-20 10:45:13,134538.07,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0004638,ACC00088,2024-08-23 00:33:39,99515.88,MRT004,Netflix Subscription,Streaming,USSD,Abuja,Abuja,0,
TXN0000106,ACC00003,2024-01-30 01:26:59,117338.03,MRT008,ATM Withdrawal UBA,ATM,POS,Kano,Kano,0,
TXN0003348,ACC00063,2024-06-12 09:48:43,49648.43,MRT010,Konga Electronics,E-commerce,ATM,Lagos,Lagos,0,
TXN0005894,ACC00112,2024-02-05 07:25:28,120910.77,MRT003,MTN Airtime Top-up,Telecom,USSD,Abuja,Abuja,0,
TXN0004162,ACC00079,2024-12-24 01:31:32,25308.84,MRT009,Bolt Ride Hailing,Transport,Mobile App,Kano,Kano,0,
TXN0005162,ACC00100,2024-05-10 23:29:47,129492.14,MRT004,Netflix Subscription,Streaming,Web,Abuja,Abuja,0,
TXN0002980,ACC00057,2024-11-08 21:18:53,135696.42,MRT010,Konga Electronics,E-commerce,Mobile App,Lagos,Lagos,0,
TXN0005007,ACC00096,2024-02-13 06:21:26,141697.42,MRT003,MTN Airtime Top-up,Telecom,Web,Port Harcourt,Port Harcourt,0,
TXN0000611,ACC00011,2024-11-05 02:08:51,44167.44,MRT004,Netflix Subscription,Streaming,POS,Abuja,Abuja,0,
TXN0006017,ACC00114,2024-02-16 00:09:47,8118.18,MRT007,EKEDC Electricity,Utilities,USSD,Lagos,Lagos,0,
TXN0000746,ACC00015,2024-10-30 15:58:59,72212.82,MRT006,Chicken Republic VI,Food & Dining,ATM,Abuja,Abuja,0,
TXN0003740,ACC00070,2024-02-02 11:16:59,36641.9,MRT002,POS Terminal Lekki,POS,USSD,Port Harcourt,Port Harcourt,0,
TXN0000418,ACC00008,2024-11-20 17:58:43,118300.11,MRT007,EKEDC Electricity,Utilities,Web,Ibadan,Ibadan,0,
TXN0002332,ACC00043,2024-12-23 21:57:53,58031.49,MRT002,POS Terminal Lekki,POS,USSD,Abuja,Abuja,0,
TXN0005277,ACC00101,2024-02-04 08:30:13,145314.29,MRT005,Jumia Online Store,E-commerce,POS,Kano,Kano,0,
TXN0003023,ACC00058,2024-06-29 00:09:24,86104.08,MRT007,EKEDC Electricity,Utilities,USSD,Lagos,Lagos,0,
TXN0000881,ACC00017,2024-10-29 12:15:28,73393.34,MRT002,POS Terminal Lekki,POS,Web,Abuja,Abuja,0,
TXN0005870,ACC00111,2024-02-12 09:25:03,81310.11,MRT004,Netflix Subscription,Streaming,ATM,Ibadan,Ibadan,0,
TXN0000702,ACC00014,2024-05-07 02:39:56,83187.16,MRT002,POS Terminal Lekki,POS,Mobile App,Lagos,Lagos,0,
TXN0005382,ACC00104,2024-03-08 18:35:44,99334.22,MRT007,EKEDC Electricity,Utilities,USSD,Kano,Kano,0,
TXN0003848,ACC00072,2024-01-05 15:50:17,48100.51,MRT002,POS Terminal Lekki,POS,POS,Abuja,Abuja,0,
TXN0001424,ACC00028,2024-08-27 05:28:26,124890.39,MRT001,Shoprite Ikeja,Grocery,Web,Ibadan,Ibadan,0,
TXN0005117,ACC00098,2024-02-01 09:46:14,111708.29,MRT001,Shoprite Ikeja,Grocery,Web,Ibadan,Ibadan,0,
TXN0004157,ACC00079,2024-04-24 17:29:46,8441.34,MRT006,Chicken Republic VI,Food & Dining,ATM,Kano,Kano,0,
TXN0002300,ACC00043,2024-04-29 22:40:40,110818.04,MRT004,Netflix Subscription,Streaming,Web,Abuja,Abuja,0,
TXN0002913,ACC00056,2024-08-07 14:18:52,103743.64,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Abuja,Abuja,0,
TXN0001805,ACC00034,2024-01-15 12:23:04,98836.28,MRT008,ATM Withdrawal UBA,ATM,ATM,Abuja,Abuja,0,
TXN0000548,ACC00010,2024-10-08 12:02:03,135828.53,MRT009,Bolt Ride Hailing,Transport,Web,Ibadan,Ibadan,0,
TXN0002138,ACC00039,2024-08-31 02:41:36,4666.98,MRT002,POS Terminal Lekki,POS,ATM,Ibadan,Ibadan,0,
TXN0006219,ACC00119,2024-11-03 06:40:34,88809.76,MRT002,POS Terminal Lekki,POS,Mobile App,Kano,Kano,0,
TXN0001113,ACC00022,2024-04-08 13:22:44,86858.85,MRT005,Jumia Online Store,E-commerce,ATM,Abuja,Abuja,0,
TXN0005549,ACC00107,2024-06-03 06:44:25,95381.8,MRT007,EKEDC Electricity,Utilities,Web,Ibadan,Ibadan,0,
TXN0004970,ACC00095,2024-10-20 16:54:46,51317.55,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0000365,ACC00007,2024-06-30 07:01:56,131921.81,MRT008,ATM Withdrawal UBA,ATM,ATM,Port Harcourt,Port Harcourt,0,
TXN0002638,ACC00050,2024-07-01 14:26:13,108522.33,MRT007,EKEDC Electricity,Utilities,ATM,Kano,Kano,0,
TXN0004405,ACC00083,2024-05-25 20:09:25,69997.82,MRT009,Bolt Ride Hailing,Transport,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0003360,ACC00063,2024-04-01 03:44:08,138215.85,MRT007,EKEDC Electricity,Utilities,Web,Lagos,Lagos,0,
TXN0004826,ACC00092,2024-08-29 21:54:30,55947.76,MRT002,POS Terminal Lekki,POS,USSD,Ibadan,Ibadan,0,
TXN0001380,ACC00027,2024-01-10 16:11:51,68325.27,MRT003,MTN Airtime Top-up,Telecom,Web,Kano,Kano,0,
TXN0002870,ACC00055,2024-07-07 02:30:51,40855.65,MRT002,POS Terminal Lekki,POS,USSD,Lagos,Lagos,0,
TXN0005621,ACC00108,2024-10-02 01:20:28,61206.06,MRT001,Shoprite Ikeja,Grocery,ATM,Kano,Kano,0,
TXN0004720,ACC00090,2024-06-13 07:19:11,134880.88,MRT008,ATM Withdrawal UBA,ATM,ATM,Abuja,Abuja,0,
TXN0005036,ACC00097,2024-07-05 21:29:23,105610.1,MRT010,Konga Electronics,E-commerce,ATM,Kano,Kano,0,
TXN0005873,ACC00111,2024-02-25 08:31:22,18432.57,MRT003,MTN Airtime Top-up,Telecom,POS,Ibadan,Ibadan,0,
TXN0005600,ACC00108,2024-03-14 05:25:57,1075.4,MRT002,POS Terminal Lekki,POS,Mobile App,Kano,Kano,0,
TXN0000324,ACC00006,2024-01-11 01:31:47,75107.07,MRT003,MTN Airtime Top-up,Telecom,ATM,Abuja,Abuja,0,
TXN0002919,ACC00056,2024-02-14 13:09:50,505.34,MRT002,POS Terminal Lekki,POS,USSD,Abuja,Abuja,0,
TXN0004052,ACC00077,2024-12-11 03:41:44,97083.12,MRT007,EKEDC Electricity,Utilities,Web,Ibadan,Ibadan,0,
TXN0002403,ACC00044,2024-05-02 16:38:45,122514.12,MRT003,MTN Airtime Top-up,Telecom,POS,Kano,Kano,0,
TXN0000460,ACC00009,2024-11-15 18:16:31,37503.05,MRT004,Netflix Subscription,Streaming,POS,Lagos,Lagos,0,
TXN0000630,ACC00011,2024-07-09 02:05:09,86825.12,MRT003,MTN Airtime Top-up,Telecom,POS,Abuja,Abuja,0,
TXN0003966,ACC00075,2024-08-20 06:13:17,68710.49,MRT006,Chicken Republic VI,Food & Dining,ATM,Kano,Kano,0,
TXN0001788,ACC00034,2024-06-16 03:40:42,57852.67,MRT002,POS Terminal Lekki,POS,POS,Abuja,Abuja,0,
TXN0002744,ACC00053,2024-11-07 04:57:08,64650.82,MRT010,Konga Electronics,E-commerce,ATM,Kano,Kano,0,
TXN0005344,ACC00103,2024-05-16 08:09:27,77955.57,MRT003,MTN Airtime Top-up,Telecom,ATM,Lagos,Lagos,0,
TXN0000259,ACC00005,2024-02-20 21:27:56,56819.62,MRT010,Konga Electronics,E-commerce,Web,Kano,Kano,0,
TXN0003025,ACC00058,2024-06-30 11:51:15,20214.97,MRT004,Netflix Subscription,Streaming,Mobile App,Lagos,Lagos,0,
TXN0000534,ACC00010,2024-06-03 01:32:25,4929.04,MRT006,Chicken Republic VI,Food & Dining,POS,Ibadan,Ibadan,0,
TXN0001800,ACC00034,2024-05-27 19:12:03,64508.15,MRT002,POS Terminal Lekki,POS,POS,Abuja,Abuja,0,
TXN0001860,ACC00035,2024-12-21 16:43:15,94887.23,MRT008,ATM Withdrawal UBA,ATM,ATM,Port Harcourt,Port Harcourt,0,
TXN0001054,ACC00021,2024-03-23 15:04:23,82963.3,MRT001,Shoprite Ikeja,Grocery,USSD,Ibadan,Ibadan,0,
TXN0005813,ACC00110,2024-09-19 16:48:18,68266.5,MRT005,Jumia Online Store,E-commerce,USSD,Lagos,Lagos,0,
TXN0006238,ACC00120,2024-03-06 05:53:53,67359.71,MRT005,Jumia Online Store,E-commerce,USSD,Ibadan,Ibadan,0,
TXN0003212,ACC00060,2024-02-23 04:41:55,121181.54,MRT009,Bolt Ride Hailing,Transport,ATM,Port Harcourt,Port Harcourt,0,
TXN0003975,ACC00075,2024-10-19 17:01:26,129339.09,MRT009,Bolt Ride Hailing,Transport,Web,Kano,Kano,0,
TXN0002945,ACC00056,2024-08-16 16:29:57,52540.24,MRT010,Konga Electronics,E-commerce,USSD,Abuja,Abuja,0,
TXN0002082,ACC00038,2024-05-31 10:30:05,48346.2,MRT002,POS Terminal Lekki,POS,ATM,Abuja,Abuja,0,
TXN0005332,ACC00102,2024-09-07 18:24:41,138787.56,MRT001,Shoprite Ikeja,Grocery,POS,Kano,Kano,0,
TXN0000970,ACC00019,2024-11-30 06:22:32,106925.22,MRT006,Chicken Republic VI,Food & Dining,USSD,Kano,Kano,0,
TXN0003711,ACC00070,2024-10-17 10:28:48,81646.66,MRT010,Konga Electronics,E-commerce,POS,Port Harcourt,Port Harcourt,0,
TXN0002776,ACC00053,2024-05-15 08:45:10,97962.72,MRT009,Bolt Ride Hailing,Transport,ATM,Kano,Kano,0,
TXN0003832,ACC00072,2024-03-22 15:23:00,107688.39,MRT001,Shoprite Ikeja,Grocery,ATM,Abuja,Abuja,0,
TXN0001508,ACC00029,2024-10-03 13:31:57,40752.94,MRT009,Bolt Ride Hailing,Transport,USSD,Port Harcourt,Port Harcourt,0,
TXN0004731,ACC00090,2024-03-20 05:01:02,69746.32,MRT009,Bolt Ride Hailing,Transport,Mobile App,Abuja,Abuja,0,
TXN0000550,ACC00010,2024-03-06 19:52:14,40703.39,MRT003,MTN Airtime Top-up,Telecom,POS,Ibadan,Ibadan,0,
TXN0002852,ACC00055,2024-05-15 00:10:31,106025.08,MRT005,Jumia Online Store,E-commerce,POS,Lagos,Lagos,0,
TXN0004504,ACC00086,2024-03-24 17:24:12,90493.7,MRT010,Konga Electronics,E-commerce,Web,Port Harcourt,Port Harcourt,0,
TXN0006211,ACC00119,2024-02-06 12:57:20,31877.62,MRT005,Jumia Online Store,E-commerce,Web,Kano,Kano,0,
TXN0005422,ACC00105,2024-06-12 00:43:21,58155.71,MRT004,Netflix Subscription,Streaming,POS,Kano,Kano,0,
TXN0005786,ACC00110,2024-12-28 05:04:43,74680.31,MRT009,Bolt Ride Hailing,Transport,ATM,Lagos,Lagos,0,
TXN0001101,ACC00021,2024-05-16 03:03:46,120790.85,MRT010,Konga Electronics,E-commerce,USSD,Ibadan,Ibadan,0,
TXN0001300,ACC00025,2024-06-10 18:15:49,130533.08,MRT002,POS Terminal Lekki,POS,Web,Port Harcourt,Port Harcourt,0,
TXN0005187,ACC00100,2024-07-04 10:37:43,7091.28,MRT005,Jumia Online Store,E-commerce,Web,Abuja,Abuja,0,
TXN0001829,ACC00035,2024-09-03 04:37:56,126972.06,MRT004,Netflix Subscription,Streaming,POS,Port Harcourt,Port Harcourt,0,
TXN0004443,ACC00084,2024-08-02 14:04:37,93940.03,MRT001,Shoprite Ikeja,Grocery,Mobile App,Ibadan,Ibadan,0,
TXN0002488,ACC00047,2024-08-03 05:08:36,121347.86,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Abuja,Abuja,0,
TXN0003893,ACC00073,2024-10-11 19:58:08,110456.48,MRT001,Shoprite Ikeja,Grocery,Web,Lagos,Lagos,0,
TXN0005357,ACC00103,2024-05-31 02:34:52,74926.21,MRT010,Konga Electronics,E-commerce,Mobile App,Lagos,Lagos,0,
TXN0005905,ACC00112,2024-04-26 19:25:52,8027.61,MRT001,Shoprite Ikeja,Grocery,USSD,Abuja,Abuja,0,
TXN0003383,ACC00064,2024-09-22 12:16:35,66826.15,MRT010,Konga Electronics,E-commerce,Web,Lagos,Lagos,0,
TXN0004119,ACC00079,2024-05-21 14:03:21,114226.18,MRT001,Shoprite Ikeja,Grocery,Mobile App,Kano,Kano,0,
TXN0000846,ACC00017,2024-11-21 07:29:56,112469.69,MRT005,Jumia Online Store,E-commerce,Mobile App,Abuja,Abuja,0,
TXN0000703,ACC00014,2024-05-23 06:34:39,44093.47,MRT004,Netflix Subscription,Streaming,POS,Lagos,Lagos,0,
TXN0003010,ACC00057,2024-01-14 22:18:39,104902.12,MRT004,Netflix Subscription,Streaming,ATM,Lagos,Lagos,0,
TXN0003883,ACC00073,2024-05-29 04:28:31,93729.25,MRT003,MTN Airtime Top-up,Telecom,Mobile App,Lagos,Lagos,0,
TXN0002966,ACC00057,2024-06-19 10:38:24,94007.87,MRT007,EKEDC Electricity,Utilities,Mobile App,Lagos,Lagos,0,
TXN0001852,ACC00035,2024-04-17 20:39:58,54768.2,MRT003,MTN Airtime Top-up,Telecom,POS,Port Harcourt,Port Harcourt,0,
TXN0000045,ACC00001,2024-09-04 17:22:33,15836.85,MRT008,ATM Withdrawal UBA,ATM,Mobile App,Lagos,Lagos,0,
TXN0001440,ACC00028,2024-06-21 08:16:27,4227.75,MRT009,Bolt Ride Hailing,Transport,ATM,Ibadan,Ibadan,0,
TXN0003005,ACC00057,2024-07-14 12:27:04,8572.63,MRT002,POS Terminal Lekki,POS,ATM,Lagos,Lagos,0,
TXN0003573,ACC00068,2024-05-20 20:12:01,34948.32,MRT009,Bolt Ride Hailing,Transport,USSD,Abuja,Abuja,0,
TXN0003160,ACC00059,2024-03-19 16:59:25,40008.36,MRT002,POS Terminal Lekki,POS,USSD,Lagos,Lagos,0,
TXN0003201,ACC00060,2024-05-22 15:14:57,115164.83,MRT010,Konga Electronics,E-commerce,POS,Port Harcourt,Port Harcourt,0,
TXN0003824,ACC00072,2024-02-29 19:26:28,120317.83,MRT010,Konga Electronics,E-commerce,Mobile App,Abuja,Abuja,0,
TXN0002595,ACC00050,2024-10-22 00:39:14,133912.35,MRT010,Konga Electronics,E-commerce,Web,Kano,Kano,0,
TXN0000874,ACC00017,2024-05-24 08:19:52,88042.82,MRT005,Jumia Online Store,E-commerce,ATM,Abuja,Abuja,0,
TXN0001272,ACC00025,2024-10-12 04:10:30,125251.25,MRT002,POS Terminal Lekki,POS,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0005918,ACC00112,2024-01-24 16:11:01,3216.97,MRT001,Shoprite Ikeja,Grocery,USSD,Abuja,Abuja,0,
TXN0006044,ACC00115,2024-09-03 02:54:55,38071.47,MRT007,EKEDC Electricity,Utilities,ATM,Port Harcourt,Port Harcourt,0,
TXN0001909,ACC00036,2024-01-22 04:36:10,27879.63,MRT004,Netflix Subscription,Streaming,ATM,Ibadan,Ibadan,0,
TXN0002555,ACC00049,2024-07-06 12:12:51,78802.53,MRT007,EKEDC Electricity,Utilities,USSD,Lagos,Lagos,0,
TXN0001491,ACC00029,2024-06-05 23:23:34,127949.52,MRT003,MTN Airtime Top-up,Telecom,Mobile App,Port Harcourt,Port Harcourt,0,
TXN0004031,ACC00077,2024-03-13 13:00:56,67192.27,MRT004,Netflix Subscription,Streaming,USSD,Ibadan,Ibadan,0,
TXN0004135,ACC00079,2024-03-01 13:10:51,36667.87,MRT003,MTN Airtime Top-up,Telecom,USSD,Kano,Kano,0,
